iter	Passed	Remaining
162	1233	6334
163	1238	6312
164	1243	6292
165	1248	6271
166	1253	6251
167	1257	6229
168	1262	6208
169	1267	6187
170	1272	6168
171	1277	6149
172	1282	6131
173	1287	6112
174	1292	6093
175	1298	6080
176	1304	6064
177	1309	6045
178	1313	6025
179	1318	6006
180	1323	5989
181	1328	5969
182	1332	5949
183	1337	5931
184	1342	5912
185	1346	5894
186	1351	5876
187	1356	5858
188	1361	5841
189	1366	5824
190	1370	5804
191	1374	5785
192	1378	5765
193	1383	5747
194	1387	5729
195	1392	5710
196	1396	5691
197	1400	5672
198	1404	5653
199	1409	5636
200	1413	5618
201	1417	5600
202	1422	5584
203	1426	5566
204	1430	5548
205	1434	5530
206	1439	5513
207	1443	5497
208	1448	5482
209	1453	5467
210	1457	5451
211	1462	5436
212	1467	5423
213	1472	5409
214	1478	5396
215	1483	5386
216	1488	5372
217	1494	5360
218	1499	5346
219	1504	5334
220	1509	5320
221	1514	5306
222	1519	5292
223	1523	5278
224	1528	5263
225	1532	5248
226	1539	5242
227	1545	5233
228	1551	5224
229	1557	5212
230	1563	5203
231	1567	5189
232	1572	5176
233	1578	5167
234	1583	5156
235	1588	5143
236	1593	5131
237	1598	5118
238	1603	5105
239	1608	5092
240	1612	5079
241	1618	5068
242	1623	5056
243	1627	5043
244	1632	5031
245	1637	5019
246	1640	5002
247	1645	4990
248	1650	4977
249	1654	4964
250	1659	4950
251	1663	4936
252	1667	4923
253	1671	4909
254	1677	4901
255	1682	4889
256	1687	4879
257	1693	4869
258	1698	4858
259	1703	4848
260	1708	4836
261	1713	4826
262	1719	4817
263	1724	4807
264	1730	4798
265	1735	4789
266	1741	4780
267	1746	4770
268	1751	4760
269	1756	4750
270	1761	4739
271	1766	4728
272	1771	4717
273	1776	4706
274	1781	4696
275	1785	4682
276	1787	4665
277	1790	4651
278	1793	4635
279	1796	4619
280	1799	4605
281	1804	4593
282	1806	4577
283	1808	4560
284	1811	4543
285	1813	4526
286	1815	4510
287	1818	4494
288	1820	4478
289	1822	4462
290	1825	4448
291	1829	4435
292	1833	4425
293	1838	4414
294	1842	4403
295	1846	4392
296	1851	4382
297	1856	4372
298	1861	4363
299	1866	4354
300	1870	4344
301	1875	4335
302	1880	4325
303	1884	4315
304	1889	4306
305	1894	4296
306	1899	4287
307	1904	4277
308	1908	4267
309	1912	4257
310	1917	4247
311	1920	4235
312	1924	4224
313	1929	4214
314	1934	4206
315	1938	4195
316	1942	4185
317	1946	4175
318	1950	4163
319	1954	4152
320	1958	4142
321	1962	4131
322	1965	4120
323	1970	4110
324	1973	4099
325	1978	4089
326	1982	4080
327	1986	4070
328	1990	4060
329	1995	4051
330	2001	4044
331	2006	4037
332	2012	4030
333	2017	4023
334	2023	4016
335	2029	4009
336	2034	4002
337	2040	3996
338	2046	3990
339	2052	3984
340	2058	3978
341	2064	3971
342	2070	3965
343	2075	3958
344	2083	3954
345	2089	3948
346	2094	3942
347	2100	3936
348	2106	3929
349	2111	3921
350	2116	3912
351	2120	3904
352	2126	3897
353	2131	3889
354	2135	3880
355	2140	3872
356	2145	3863
357	2150	3855
358	2155	3848
359	2160	3840
360	2165	3832
361	2172	3828
362	2177	3821
363	2184	3816
364	2189	3809
365	2194	3802
366	2199	3793
367	2203	3784
368	2207	3775
369	2211	3766
370	2216	3757
371	2220	3748
372	2225	3740
373	2230	3733
374	2235	3725
375	2240	3717
376	2244	3709
377	2249	3701
378	2254	3693
379	2259	3686
380	2261	3674
381	2266	3666
382	2271	3659
383	2277	3653
384	2284	3648
385	2289	3641
386	2294	3634
387	2299	3627
388	2304	3618
389	2308	3610
390	2313	3603
391	2318	3595
392	2324	3589
393	2329	3582
394	2334	3575
395	2339	3568
396	2344	3561
397	2349	3554
398	2354	3546
399	2359	3539
400	2365	3533
401	2371	3527
402	2376	3520
403	2381	3513
404	2387	3507
405	2392	3500
406	2399	3496
407	2407	3493
408	2416	3491
409	2423	3487
410	2429	3481
411	2435	3476
412	2445	3475
413	2450	3469
414	2456	3463
415	2461	3456
416	2467	3449
417	2472	3442
418	2477	3435
419	2482	3428
420	2487	3420
421	2491	3413
422	2496	3405
423	2501	3397
424	2505	3390
425	2511	3384
426	2516	3377
427	2521	3369
428	2527	3363
429	2532	3357
430	2538	3350
431	2542	3342
432	2546	3335
433	2551	3328
434	2556	3320
435	2560	3312
436	2568	3309
437	2575	3304
438	2582	3300
439	2589	3295
440	2597	3292
441	2605	3288
442	2611	3284
443	2619	3279
444	2626	3275
445	2632	3269
446	2638	3264
447	2645	3259
448	2651	3254
449	2658	3249
450	2664	3243
451	2670	3237
452	2675	3231
453	2681	3224
454	2686	3217
455	2691	3211
456	2697	3204
457	2702	3197
458	2707	3191
459	2712	3183
460	2716	3175
461	2723	3171
462	2728	3164
463	2732	3156
464	2736	3148
465	2740	3140
466	2745	3133
467	2751	3127
468	2756	3120
469	2760	3113
470	2765	3106
471	2769	3098
472	2774	3090
473	2779	3084
474	2783	3076
475	2790	3071
476	2800	3070
477	2807	3066
478	2814	3061
479	2822	3057
480	2827	3051
481	2834	3046
482	2837	3037
483	2842	3030
484	2847	3023
485	2852	3016
486	2857	3010
487	2863	3004
488	2867	2996
489	2871	2988
490	2875	2980
491	2878	2972
492	2881	2963
493	2884	2954
494	2887	2945
495	2889	2936
496	2892	2927
497	2895	2918
498	2897	2909
499	2900	2900
500	2903	2892
501	2906	2883
502	2909	2874
503	2911	2865
504	2915	2857
505	2919	2849
506	2923	2842
507	2928	2835
508	2933	2829
509	2938	2822
510	2944	2817
511	2949	2811
512	2955	2805
513	2961	2799
514	2967	2794
515	2973	2788
516	2979	2783
517	2985	2778
518	2991	2772
519	2996	2766
520	3004	2761
521	3011	2757
522	3016	2751
523	3022	2745
524	3027	2739
525	3032	2732
526	3037	2726
527	3042	2719
528	3047	2712
529	3051	2705
530	3055	2699
531	3059	2691
532	3063	2684
533	3067	2677
534	3071	2669
535	3075	2662
536	3079	2654
537	3083	2647
538	3086	2640
539	3090	2632
540	3094	2625
541	3098	2618
542	3102	2611
543	3106	2604
544	3110	2596
545	3114	2589
546	3118	2582
547	3122	2575
548	3128	2569
549	3132	2563
550	3136	2556
551	3142	2550
552	3146	2543
553	3151	2537
554	3156	2531
555	3162	2525
556	3168	2519
557	3174	2514
558	3180	2508
559	3186	2503
560	3193	2498
561	3200	2494
562	3207	2489
563	3213	2483
564	3218	2478
565	3224	2472
566	3233	2469
567	3242	2466
568	3250	2462
569	3257	2457
570	3264	2452
571	3270	2447
572	3275	2441
573	3280	2434
574	3285	2428
575	3290	2422
576	3295	2415
577	3300	2409
578	3304	2403
579	3310	2397
580	3315	2391
581	3319	2384
582	3324	2377
583	3328	2371
584	3333	2364
585	3337	2358
586	3341	2351
587	3346	2344
588	3350	2338
589	3355	2331
590	3360	2325
591	3365	2319
592	3370	2313
593	3374	2306
594	3380	2300
595	3384	2294
596	3389	2288
597	3395	2282
598	3401	2276
599	3405	2270
600	3410	2264
601	3416	2258
602	3421	2252
603	3426	2246
604	3431	2240
605	3435	2233
606	3440	2227
607	3445	2221
608	3450	2215
609	3455	2209
610	3460	2203
611	3465	2197
612	3470	2190
613	3475	2184
614	3480	2178
615	3484	2172
616	3489	2166
617	3494	2159
618	3499	2153
619	3504	2147
620	3508	2141
621	3513	2135
622	3518	2129
623	3523	2122
624	3527	2116
625	3532	2110
626	3537	2104
627	3541	2097
628	3545	2091
629	3549	2084
630	3554	2078
631	3558	2071
632	3562	2065
633	3566	2058
634	3570	2052
635	3574	2046
636	3579	2039
637	3583	2033
638	3587	2026
639	3592	2020
640	3597	2014
641	3602	2009
642	3608	2003
643	3613	1997
644	3618	1991
645	3622	1985
646	3628	1979
647	3635	1974
648	3641	1969
649	3646	1963
650	3652	1957
651	3657	1952
652	3662	1946
653	3666	1939
654	3670	1933
655	3675	1927
656	3679	1920
657	3682	1914
658	3687	1907
659	3690	1901
660	3694	1894
661	3698	1888
662	3702	1882
663	3706	1875
664	3711	1869
665	3715	1863
666	3720	1857
667	3724	1851
668	3728	1844
669	3732	1838
670	3736	1832
671	3741	1826
672	3746	1820
673	3751	1814
674	3755	1808
675	3760	1802
676	3766	1796
677	3771	1791
678	3779	1786
679	3784	1780
680	3789	1775
681	3795	1769
682	3800	1763
683	3805	1757
684	3810	1752
685	3815	1746
686	3820	1740
687	3825	1734
688	3830	1728
689	3834	1722
690	3838	1716
691	3843	1710
692	3847	1704
693	3851	1698
694	3856	1692
695	3860	1686
696	3864	1680
697	3869	1674
698	3873	1668
699	3877	1661
700	3882	1655
701	3886	1649
702	3890	1643
703	3895	1637
704	3899	1631
705	3904	1625
706	3909	1620
707	3914	1614
708	3919	1608
709	3925	1603
710	3931	1597
711	3936	1592
712	3941	1586
713	3945	1580
714	3949	1574
715	3953	1568
716	3957	1562
717	3961	1555
718	3965	1549
719	3971	1544
720	3975	1538
721	3980	1532
722	3985	1526
723	3989	1521
724	3994	1515
725	3998	1509
726	4003	1503
727	4007	1497
728	4012	1491
729	4016	1485
730	4020	1479
731	4026	1474
732	4030	1468
733	4034	1462
734	4039	1456
735	4044	1450
736	4048	1444
737	4052	1438
738	4057	1432
739	4061	1427
740	4066	1421
741	4073	1416
742	4078	1410
743	4082	1404
744	4087	1399
745	4092	1393
746	4097	1387
747	4101	1381
748	4106	1376
749	4114	1371
750	4119	1365
751	4124	1360
752	4128	1354
753	4132	1348
754	4137	1342
755	4142	1336
756	4146	1331
757	4152	1325
758	4157	1319
759	4161	1314
760	4166	1308
761	4171	1302
762	4175	1297
763	4179	1291
764	4184	1285
765	4188	1279
766	4192	1273
767	4196	1267
768	4200	1261
769	4204	1255
770	4209	1250
771	4213	1244
772	4217	1238
773	4222	1232
774	4226	1226
775	4230	1221
776	4235	1215
777	4239	1209
778	4244	1204
779	4249	1198
780	4253	1192
781	4258	1187
782	4263	1181
783	4268	1176
784	4273	1170
785	4278	1164
786	4283	1159
787	4288	1153
788	4293	1148
789	4298	1142
790	4302	1136
791	4308	1131
792	4314	1126
793	4319	1120
794	4324	1115
795	4329	1109
796	4334	1104
797	4340	1098
798	4345	1093
799	4352	1088
800	4358	1082
801	4366	1077
802	4372	1072
803	4378	1067
804	4382	1061
805	4387	1056
806	4392	1050
807	4397	1045
808	4403	1039
809	4408	1034
810	4412	1028
811	4418	1022
812	4422	1017
813	4426	1011
814	4431	1005
815	4435	1000
816	4439	994
817	4444	988
818	4448	983
819	4452	977
820	4457	971
821	4462	966
822	4467	960
823	4473	955
824	4478	949
825	4483	944
826	4488	939
827	4493	933
828	4500	928
829	4507	923
830	4513	917
831	4519	912
832	4525	907
833	4532	902
834	4537	896
835	4544	891
836	4549	885
837	4554	880
838	4559	875
839	4564	869
840	4570	864
841	4575	858
842	4579	852
843	4586	847
844	4593	842
845	4600	837
846	4607	832
847	4613	827
848	4620	821
849	4627	816
850	4635	811
851	4642	806
852	4648	801
853	4654	795
854	4660	790
855	4666	785
856	4672	779
857	4677	774
858	4682	768
859	4687	763
860	4692	757
861	4698	752
862	4704	746
863	4709	741
864	4714	735
865	4719	730
866	4724	724
867	4729	719
868	4734	713
869	4739	708
870	4747	703
871	4753	697
872	4759	692
873	4764	686
874	4769	681
875	4774	675
876	4779	670
877	4784	664
878	4789	659
879	4794	653
880	4799	648
881	4806	643
882	4811	637
883	4817	632
884	4823	626
885	4829	621
886	4834	615
887	4840	610
888	4845	604
889	4851	599
890	4857	594
891	4863	588
892	4869	583
893	4875	578
894	4882	572
895	4889	567
896	4895	562
897	4901	556
898	4907	551
899	4912	545
900	4917	540
901	4922	534
902	4927	529
903	4932	523
904	4939	518
905	4943	512
906	4948	507
907	4952	501
908	4957	496
909	4962	490
910	4969	485
911	4976	480
912	4982	474
913	4987	469
914	4996	464
915	5007	459
916	5013	453
917	5019	448
918	5023	442
919	5027	437
920	5032	431
921	5036	426
922	5040	420
923	5045	414
924	5049	409
925	5053	403
926	5057	398
927	5062	392
928	5066	387
929	5070	381
930	5075	376
931	5079	370
932	5083	365
933	5087	359
934	5092	354
935	5097	348
936	5102	343
937	5108	337
938	5112	332
939	5117	326
940	5124	321
941	5130	315
942	5135	310
943	5140	304
944	5144	299
945	5147	293
946	5150	288
947	5153	282
948	5156	277
949	5159	271
950	5161	265
951	5164	260
952	5167	254
953	5170	249
954	5173	243
955	5175	238
956	5178	232
957	5181	227
958	5184	221
959	5187	216
960	5191	210
961	5194	205
962	5197	199
963	5200	194
964	5204	188
965	5207	183
966	5211	177
967	5217	172
968	5227	167
969	5237	161
970	5245	156
971	5254	151
972	5262	146
973	5270	140
974	5279	135
975	5286	129
976	5292	124
977	5298	119
978	5304	113
979	5310	108
980	5315	102
981	5321	97
982	5326	92
983	5330	86
984	5336	81
985	5340	75
986	5344	70
987	5348	64
988	5353	59
989	5357	54
990	5362	48
991	5366	43
992	5370	37
993	5375	32
994	5379	27
995	5383	21
996	5387	16
997	5391	10
998	5395	5
999	5400	0
